Unidades da Federação,Municípios,"Número de unidades
locais",Pessoal ocupado Total,Pessoal ocupado assalariado,Pessoal assalariado médio,"Salários
e outras
remunerações
(1 000 R$)","Salário médio
 mensal 
(salários mínimos)  (1) (2) ","Salário médio
 mensal 
(R$) (2)",Número de empresas atuantes
Alagoas,Paulo Jacinto - AL,43,505,472,474,   8 664,1.3,   1 405.22,43
Alagoas,Penedo - AL,717,   7 713,   6 990,   6 544,   193 385,2.1,   2 273.10,687
Alagoas,Piaçabuçu - AL,128,   1 148,   1 022,   1 003,   21 890,1.5,   1 678.71,124
Alagoas,Pilar - AL,336,   4 001,   3 649,   3 643,   128 005,2.5,   2 702.94,328
Alagoas,Pindoba - AL,13,405,400,353,   7 354,1.5,   1 604.45,13
Alagoas,Piranhas - AL,265,   2 951,   2 686,   1 718,   67 938,2.8,   3 041.34,260
Alagoas,Poço das Trincheiras - AL,49,718,681,780,   20 155,1.8,   1 987.43,47
Alagoas,Porto Calvo - AL,335,   3 017,   2 675,   2 781,   57 890,1.5,   1 601.49,330
Alagoas,Porto de Pedras - AL,119,   1 286,   1 148,   1 032,   21 921,1.5,   1 634.35,119
Alagoas,Porto Real do Colégio - AL,107,804,709,715,   22 803,2.2,   2 454.31,107
Alagoas,Quebrangulo - AL,90,886,800,763,   20 553,1.9,   2 071.69,89
Alagoas,Rio Largo - AL,877,   16 441,   15 534,   13 249,   317 909,1.7,   1 845.78,867
Alagoas,Roteiro - AL,38,888,857,791,   17 188,1.5,   1 671.20,38
Alagoas,Santa Luzia do Norte - AL,52,   1 089,   1 047,   1 003,   26 639,1.9,   2 042.25,52
Alagoas,Santana do Ipanema - AL,620,   5 099,   4 436,   4 360,   112 583,1.8,   1 986.07,601
Alagoas,Santana do Mundaú - AL,96,745,668,683,   16 970,1.7,   1 910.91,93
Alagoas,São Brás - AL,19,390,373,358,   9 720,1.9,   2 088.03,19
Alagoas,São José da Laje - AL,137,   7 420,   7 313,   5 414,   112 009,1.4,   1 591.39,137
Alagoas,São José da Tapera - AL,151,   2 923,   2 775,   2 446,   68 205,1.9,   2 144.66,150
Alagoas,São Luís do Quitunde - AL,199,   8 889,   8 685,   7 779,   129 157,1.2,   1 277.10,196
Alagoas,São Miguel dos Campos - AL,735,   12 816,   12 029,   10 724,   258 029,1.7,   1 850.83,718
Alagoas,São Miguel dos Milagres - AL,158,   1 971,   1 811,   1 527,   32 883,1.5,   1 656.57,154
Alagoas,São Sebastião - AL,337,   2 345,   2 002,   1 992,   53 512,1.9,   2 066.12,318
Alagoas,Satuba - AL,220,   1 847,   1 619,   1 568,   52 002,2.3,   2 550.93,220
Alagoas,Senador Rui Palmeira - AL,38,709,681,667,   19 330,2,   2 229.07,37
Alagoas,Tanque d'Arca - AL,41,426,392,397,   8 186,1.4,   1 587.48,39
Alagoas,Taquarana - AL,208,   1 837,   1 628,   1 478,   39 287,1.9,   2 044.89,204
Alagoas,Teotônio Vilela - AL,445,   6 538,   6 069,   5 467,   145 955,1.9,   2 053.82,439
Alagoas,Traipu - AL,117,   1 679,   1 616,   1 386,   35 129,1.8,   1 949.83,117
Alagoas,União dos Palmares - AL,707,   5 227,   4 547,   4 389,   109 540,1.7,   1 920.00,687
Alagoas,Viçosa - AL,280,   3 072,   2 769,   2 641,   73 057,1.9,   2 127.77,272
Sergipe,Amparo de São Francisco - SE,18,381,367,329,   10 289,2.2,   2 406.60,18
Sergipe,Aquidabã - SE,176,   2 212,   2 004,   1 870,   46 955,1.8,   1 931.93,171
Sergipe,Aracaju - SE,   19 759,   233 794,   208 537,   207 391,  8 170 822,2.8,   3 030.63,   18 569
Sergipe,Arauá - SE,73,838,753,696,   23 359,2.3,   2 582.80,72
Sergipe,Areia Branca - SE,103,   1 299,   1 183,   1 115,   37 132,2.3,   2 561.29,102
Sergipe,Barra dos Coqueiros - SE,361,   4 158,   3 756,   3 646,   122 503,2.3,   2 584.54,354
Sergipe,Boquim - SE,245,   2 115,   1 837,   1 757,   61 630,2.5,   2 698.81,239
Sergipe,Brejo Grande - SE,39,875,841,805,   18 931,1.6,   1 808.68,38
Sergipe,Campo do Brito - SE,263,   2 127,   1 827,   1 787,   45 944,1.8,   1 977.59,259
Sergipe,Canhoba - SE,17,411,400,387,   10 775,1.9,   2 139.23,17
Sergipe,Canindé de São Francisco - SE,334,   3 457,   3 108,   2 812,   101 540,2.5,   2 778.08,327
Sergipe,Capela - SE,229,   5 796,   5 555,   4 248,   107 909,1.8,   1 954.19,223
Sergipe,Carira - SE,274,   2 032,   1 693,   1 587,   49 397,2.2,   2 394.20,266
Sergipe,Carmópolis - SE,208,   2 700,   2 518,   2 313,   80 246,2.4,   2 669.32,206
Sergipe,Cedro de São João - SE,50,617,565,506,   13 501,1.9,   2 053.51,49
Sergipe,Cristinápolis - SE,135,   1 510,   1 366,   1 246,   38 384,2.2,   2 369.23,128
Sergipe,Cumbe - SE,35,376,340,349,   8 135,1.6,   1 795.18,35
Sergipe,Divina Pastora - SE,22,587,574,520,   17 274,2.3,   2 554.42,22
Sergipe,Estância - SE,992,   11 398,   10 119,   9 906,   324 014,2.3,   2 515.96,944
Sergipe,Feira Nova - SE,39,423,391,371,   11 743,2.2,   2 434.03,39
Sergipe,Frei Paulo - SE,167,   2 855,   2 662,   2 452,   49 974,1.4,   1 567.57,160
Sergipe,Gararu - SE,65,661,621,602,   19 546,2.3,   2 498.56,63
Sergipe,General Maynard - SE,26,326,310,365,   11 605,2.2,   2 446.43,26
Sergipe,Gracho Cardoso - SE,52,468,425,408,   12 671,2.2,   2 390.97,52
Sergipe,Ilha das Flores - SE,45,633,594,548,   14 623,1.9,   2 052.05,40
Sergipe,Indiaroba - SE,92,   1 324,   1 233,   1 130,   41 529,2.6,   2 826.30,90
Sergipe,Itabaiana - SE,   2 368,   19 445,   16 242,   16 392,   377 056,1.6,   1 769.40,   2 266
Sergipe,Itabaianinha - SE,443,   4 141,   3 608,   3 422,   84 259,1.7,   1 893.91,429
Sergipe,Itabi - SE,50,502,460,435,   11 847,1.9,   2 093.96,49
Sergipe,Itaporanga d'Ajuda - SE,311,   4 564,   4 264,   4 267,   128 708,2.1,   2 320.35,304
Sergipe,Japaratuba - SE,156,   1 596,   1 474,   1 893,   137 924,5.1,   5 604.75,152
Sergipe,Japoatã - SE,107,   1 566,   1 466,   1 500,   37 479,1.7,   1 921.61,103
Sergipe,Lagarto - SE,   1 517,   15 785,   14 014,   13 321,   343 115,1.8,   1 981.40,   1 438
Sergipe,Laranjeiras - SE,214,   5 822,   5 609,   5 049,   165 476,2.3,   2 520.94,210
Sergipe,Macambira - SE,61,682,620,582,   14 703,1.8,   1 944.28,61
Sergipe,Malhada dos Bois - SE,48,571,524,559,   14 342,1.8,   1 975.14,48
Sergipe,Malhador - SE,90,832,735,708,   23 231,2.3,   2 523.71,89
Sergipe,Maruim - SE,103,   1 682,   1 585,   1 546,   52 403,2.4,   2 607.78,103
Sergipe,Moita Bonita - SE,142,988,818,753,   22 208,2.1,   2 270.08,139
Sergipe,Monte Alegre de Sergipe - SE,113,   1 139,   1 019,951,   31 665,2.3,   2 562.10,110
Sergipe,Muribeca - SE,45,870,814,735,   17 511,1.7,   1 832.00,45
Sergipe,Neópolis - SE,203,   2 944,   2 728,   2 560,   60 778,1.7,   1 826.50,197
Sergipe,Nossa Senhora Aparecida - SE,80,706,634,732,   18 439,1.8,   1 936.55,75
Sergipe,Nossa Senhora da Glória - SE,626,   5 878,   5 165,   5 140,   132 041,1.8,   1 975.89,600
Sergipe,Nossa Senhora das Dores - SE,311,   4 171,   3 808,   3 247,   79 305,1.7,   1 878.78,299
Sergipe,Nossa Senhora de Lourdes - SE,55,469,415,415,   11 892,2,   2 206.66,55
Sergipe,Nossa Senhora do Socorro - SE,   1 681,   20 669,   18 903,   18 621,   597 944,2.2,   2 470.08,   1 602
Sergipe,Pacatuba - SE,52,   1 257,   1 212,   1 062,   39 215,2.6,   2 839.49,50
Sergipe,Pedra Mole - SE,13,288,280,278,   8 088,2,   2 237.96,13
Sergipe,Pedrinhas - SE,64,722,630,624,   19 754,2.2,   2 433.47,64
Sergipe,Pinhão - SE,49,470,420,408,   13 641,2.3,   2 572.11,49
Sergipe,Pirambu - SE,68,913,842,799,   26 861,2.4,   2 587.12,68
Sergipe,Poço Redondo - SE,196,   1 856,   1 352,   1 325,   55 755,2.9,   3 237.03,190
Sergipe,Poço Verde - SE,227,   1 985,   1 742,   1 851,   50 071,1.9,   2 080.62,213
Sergipe,Porto da Folha - SE,217,   1 929,   1 750,   1 649,   51 932,2.2,   2 422.41,210
Sergipe,Propriá - SE,511,   4 580,   4 018,   4 221,   111 690,1.9,   2 035.53,480
Sergipe,Riachão do Dantas - SE,74,   1 204,   1 121,991,   35 811,2.5,   2 779.57,71
Sergipe,Riachuelo - SE,51,   1 453,   1 405,   1 451,   37 023,1.8,   1 963.36,51
Sergipe,Ribeirópolis - SE,277,   2 297,   1 953,   1 909,   54 811,2,   2 209.09,268
Sergipe,Rosário do Catete - SE,82,   1 959,   1 895,   1 999,   91 016,3.2,   3 502.23,82
Sergipe,Salgado - SE,221,   1 848,   1 664,   1 627,   40 194,1.7,   1 899.96,213
Sergipe,Santa Luzia do Itanhy - SE,49,   1 075,   1 005,922,   27 430,2.1,   2 287.85,47
Sergipe,Santana do São Francisco - SE,45,646,608,549,   17 450,2.2,   2 445.26,45
Sergipe,Santa Rosa de Lima - SE,23,454,438,418,   12 433,2.1,   2 285.61,23
Sergipe,Santo Amaro das Brotas - SE,79,785,713,665,   25 448,2.7,   2 942.16,76
Sergipe,São Cristóvão - SE,933,   13 466,   12 369,   12 177,   618 771,3.6,   3 908.83,901
Sergipe,São Domingos - SE,115,906,780,791,   21 337,1.9,   2 074.98,110
Sergipe,São Francisco - SE,23,414,397,416,   11 921,2,   2 204.06,22
Sergipe,São Miguel do Aleixo - SE,30,359,333,387,   11 288,2,   2 246.52,30
Sergipe,Simão Dias - SE,482,   4 753,   4 244,   4 120,   98 957,1.7,   1 847.42,464
Sergipe,Siriri - SE,51,903,856,823,   26 016,2.2,   2 431.43,51
Sergipe,Telha - SE,20,425,411,380,   9 127,1.7,   1 845.57,20
Sergipe,Tobias Barreto - SE,960,   5 579,   4 383,   4 244,   117 569,1.9,   2 130.94,913
Sergipe,Tomar do Geru - SE,129,850,698,718,   21 076,2.1,   2 259.50,124
Sergipe,Umbaúba - SE,317,   2 791,   2 399,   2 637,   65 369,1.7,   1 906.93,312
Bahia,Abaíra - BA,197,731,557,558,   11 203,1.4,   1 544.92,191
Bahia,Abaré - BA,113,   1 572,   1 457,   1 393,   36 215,1.8,   1 999.50,110
Bahia,Acajutiba - BA,108,   1 035,932,930,   23 808,1.8,   1 969.68,106
Bahia,Adustina - BA,99,   1 105,958,977,   27 711,2,   2 182.61,98
Bahia,Água Fria - BA,93,   1 105,   1 016,   1 005,   32 300,2.2,   2 472.36,89
Bahia,Érico Cardoso - BA,86,811,743,694,   13 365,1.3,   1 480.68,84
Bahia,Aiquara - BA,27,376,356,360,   9 799,1.9,   2 095.00,26
Bahia,Alagoinhas - BA,   2 770,   28 541,   25 297,   25 566,   770 734,2.1,   2 318.97,   2 662
Bahia,Alcobaça - BA,210,   2 054,   1 844,   1 915,   44 732,1.6,   1 796.87,205
Bahia,Almadina - BA,35,343,298,312,   9 308,2.1,   2 291.46,35
Bahia,Amargosa - BA,575,   4 624,   3 952,   4 053,   82 476,1.4,   1 565.44,559
Bahia,Amélia Rodrigues - BA,287,   3 311,   3 011,   2 898,   82 558,2,   2 191.22,284
Bahia,América Dourada - BA,97,699,600,571,   22 501,2.8,   3 033.60,97
Bahia,Anagé - BA,243,   1 740,   1 469,   1 493,   39 047,1.8,   2 011.63,239
Bahia,Andaraí - BA,120,   1 253,   1 137,   1 036,   27 698,1.9,   2 055.65,120
Bahia,Andorinha - BA,101,   2 134,   2 040,   1 984,   79 001,2.8,   3 062.68,101
Bahia,Angical - BA,125,   1 076,932,942,   26 225,1.9,   2 141.32,122
Bahia,Anguera - BA,81,   1 055,984,805,   15 956,1.4,   1 524.54,80
Bahia,Antas - BA,111,   1 015,890,888,   24 858,2,   2 153.64,109
Bahia,Antônio Cardoso - BA,45,633,589,714,   21 880,2.1,   2 358.03,45
Bahia,Antônio Gonçalves - BA,105,650,561,557,   10 902,1.4,   1 504.53,105
Bahia,Aporá - BA,116,919,808,796,   21 812,1.9,   2 106.68,111
Bahia,Apuarema - BA,57,536,473,459,   17 161,2.6,   2 876.33,56
Bahia,Aracatu - BA,131,   1 239,   1 100,   1 000,   22 114,1.5,   1 700.53,126
Bahia,Araças - BA,127,   1 444,   1 314,   1 124,   22 123,1.4,   1 513.57,123
Bahia,Araci - BA,431,   3 738,   3 056,   3 149,   91 471,2,   2 234.45,425
Bahia,Aramari - BA,73,704,619,598,   13 532,1.6,   1 740.62,72
Bahia,Arataca - BA,46,709,661,666,   18 115,1.9,   2 091.19,45
Bahia,Aratuípe - BA,62,549,498,468,   12 690,1.9,   2 084.00,62
Bahia,Aurelino Leal - BA,85,   1 164,   1 097,   1 057,   29 888,2,   2 174.74,85
Bahia,Baianópolis - BA,91,826,722,745,   21 569,2,   2 227.79,90
Bahia,Baixa Grande - BA,286,   1 210,977,908,   31 467,2.4,   2 665.77,285
Bahia,Banzaê - BA,125,897,769,747,   20 253,1.9,   2 085.29,125
Bahia,Barra - BA,541,   3 328,   2 782,   2 943,   93 328,2.2,   2 439.21,535
Bahia,Barra da Estiva - BA,666,   2 648,   2 054,   2 004,   47 010,1.6,   1 804.21,660
Bahia,Barra do Choça - BA,482,   2 527,   2 019,   1 956,   66 724,2.4,   2 624.27,477
Bahia,Barra do Mendes - BA,183,949,797,766,   17 487,1.6,   1 756.82,183
Bahia,Barra do Rocha - BA,29,691,660,515,   13 055,1.8,   1 951.63,29
Bahia,Barreiras - BA,   4 716,   36 024,   29 993,   29 551,   902 648,2.1,   2 349.66,   4 551
Bahia,Barro Alto - BA,143,767,624,616,   15 850,1.8,   1 978.05,142
Bahia,Barrocas - BA,144,   1 978,   1 822,   1 776,   78 090,3.1,   3 381.77,143
Bahia,Barro Preto - BA,38,664,627,588,   18 939,2.3,   2 477.63,38
Bahia,Belmonte - BA,191,   2 012,   1 798,   1 713,   57 196,2.3,   2 569.11,187
Bahia,Belo Campo - BA,152,908,695,696,   18 708,1.9,   2 068.53,150
Bahia,Biritinga - BA,164,   1 092,949,915,   23 967,1.8,   2 015.28,162
Bahia,Boa Nova - BA,134,991,890,884,   23 900,1.9,   2 080.29,132
Bahia,Boa Vista do Tupim - BA,116,   1 085,966,   1 001,   26 271,1.8,   2 019.82,116
Bahia,Bom Jesus da Lapa - BA,   1 399,   9 219,   7 770,   7 541,   206 823,1.9,   2 109.66,   1 354
Bahia,Bom Jesus da Serra - BA,34,487,451,460,   12 849,2,   2 149.74,34
Bahia,Boninal - BA,111,840,727,730,   18 822,1.8,   1 983.54,110
Bahia,Bonito - BA,137,874,716,695,   19 748,2,   2 186.08,137
Bahia,Boquira - BA,237,   1 660,   1 458,   1 517,   35 006,1.6,   1 774.83,234
Bahia,Botuporã - BA,92,727,627,590,   16 509,2,   2 150.96,92
Bahia,Brejões - BA,131,   1 260,   1 105,   1 075,   27 911,1.8,   1 997.79,131
Bahia,Brejolândia - BA,62,752,694,641,   13 062,1.4,   1 567.96,62
Bahia,Brotas de Macaúbas - BA,173,762,635,607,   16 346,1.9,   2 071.50,172
Bahia,Brumado - BA,   1 992,   17 538,   15 029,   14 527,   410 806,2,   2 175.26,   1 943
Bahia,Buerarema - BA,136,   1 337,   1 190,   1 183,   29 631,1.8,   1 926.62,131
Bahia,Buritirama - BA,98,   1 169,   1 064,   1 044,   28 143,1.9,   2 073.15,98
Bahia,Caatiba - BA,71,703,633,638,   13 731,1.5,   1 655.04,71
Bahia,Cabaceiras do Paraguaçu - BA,129,   1 127,   1 016,   1 025,   28 216,1.9,   2 117.17,128
Bahia,Cachoeira - BA,410,   3 855,   3 408,   3 319,   89 303,1.9,   2 069.79,399
Bahia,Caculé - BA,666,   4 566,   3 810,   3 772,   80 161,1.5,   1 634.54,654
Bahia,Caém - BA,62,566,500,504,   15 775,2.2,   2 405.55,62
Bahia,Caetanos - BA,111,752,631,664,   16 212,1.7,   1 879.28,108
Bahia,Caetité - BA,   1 238,   8 370,   7 087,   6 418,   195 671,2.1,   2 345.22,   1 205
Bahia,Cafarnaum - BA,249,   1 327,   1 133,   1 126,   36 369,2.3,   2 483.45,243
Bahia,Cairu - BA,614,   4 247,   3 599,   3 211,   76 159,1.7,   1 824.70,592
Bahia,Caldeirão Grande - BA,151,949,803,752,   16 516,1.5,   1 690.24,151
Bahia,Camacan - BA,492,   3 347,   2 849,   2 743,   74 877,1.9,   2 099.86,479
Bahia,Camaçari - BA,   5 627,   75 421,   69 216,   71 216,  3 653 168,3.6,   3 945.95,   5 331
Bahia,Camamu - BA,547,   3 435,   2 979,   2 848,   70 874,1.7,   1 914.60,534
Bahia,Campo Alegre de Lourdes - BA,371,   2 173,   1 841,   1 792,   50 850,2,   2 182.18,364
Bahia,Campo Formoso - BA,   1 183,   6 190,   5 131,   5 008,   175 328,2.4,   2 693.23,   1 169
Bahia,Canápolis - BA,79,816,745,742,   14 382,1.4,   1 490.58,78
Bahia,Canarana - BA,322,   1 585,   1 302,   1 220,   37 491,2.1,   2 364.10,316
Bahia,Canavieiras - BA,395,   3 283,   2 703,   2 656,   68 207,1.8,   1 975.14,386
Bahia,Candeal - BA,33,533,495,495,   12 667,1.8,   1 966.64,33
Bahia,Candeias - BA,   1 266,   17 076,   15 741,   15 725,   684 748,3,   3 349.65,   1 216
Bahia,Candiba - BA,170,988,604,619,   18 700,2.1,   2 323.72,169
Bahia,Cândido Sales - BA,273,   1 668,   1 372,   1 433,   48 086,2.3,   2 581.89,268
Bahia,Cansanção - BA,569,   2 951,   2 508,   2 428,   63 085,1.8,   1 998.69,558
Bahia,Canudos - BA,129,934,798,785,   21 344,1.9,   2 091.82,126
Bahia,Capela do Alto Alegre - BA,119,826,706,689,   18 205,1.8,   2 033.44,118
Bahia,Capim Grosso - BA,948,   5 431,   4 388,   4 126,   87 199,1.5,   1 625.66,920
Bahia,Caraíbas - BA,73,   1 048,963,911,   16 206,1.2,   1 368.38,73
Bahia,Caravelas - BA,204,   2 130,   1 900,   1 829,   44 228,1.7,   1 860.20,200
Bahia,Cardeal da Silva - BA,84,744,675,638,   18 298,2,   2 204.83,80
Bahia,Carinhanha - BA,201,   1 431,   1 228,   1 194,   39 800,2.3,   2 563.50,192
Bahia,Casa Nova - BA,553,   11 452,   10 883,   10 501,   228 889,1.5,   1 676.73,542
Bahia,Castro Alves - BA,320,   3 269,   2 970,   2 881,   66 669,1.6,   1 780.31,313
Bahia,Catolândia - BA,46,403,353,343,   8 568,1.7,   1 921.34,46
Bahia,Catu - BA,   1 038,   10 027,   7 064,   6 955,   246 226,2.5,   2 723.17,   1 013
Bahia,Caturama - BA,75,   1 298,   1 225,   1 020,   13 949,1,   1 052.27,74
Bahia,Central - BA,128,   1 166,   1 030,982,   30 141,2.1,   2 361.63,128
Bahia,Chorrochó - BA,77,843,760,846,   19 736,1.6,   1 794.53,76
Bahia,Cícero Dantas - BA,424,   3 061,   2 598,   2 604,   71 115,1.9,   2 100.79,419
Bahia,Cipó - BA,175,   1 081,892,   1 013,   28 126,1.9,   2 135.39,173
Bahia,Coaraci - BA,229,   1 768,   1 487,   1 523,   40 827,1.9,   2 062.33,228
Bahia,Cocos - BA,145,   2 403,   2 258,   2 237,   66 187,2.1,   2 276.17,141
Bahia,Conceição da Feira - BA,243,   2 402,   2 147,   2 170,   53 758,1.7,   1 905.73,239
Bahia,Conceição do Almeida - BA,138,   2 340,   2 197,   2 252,   45 496,1.4,   1 553.97,136
Bahia,Conceição do Coité - BA,   1 125,   8 016,   6 754,   6 324,   134 859,1.5,   1 640.30,   1 092
Bahia,Conceição do Jacuípe - BA,   1 285,   10 466,   8 691,   8 651,   225 010,1.8,   2 000.74,   1 275
Bahia,Conde - BA,237,   1 734,   1 471,   1 433,   51 932,2.5,   2 788.10,225
Bahia,Condeúba - BA,227,   1 818,   1 566,   1 626,   37 047,1.6,   1 752.80,220
Bahia,Contendas do Sincorá - BA,65,365,307,301,   8 051,1.9,   2 059.89,64
Bahia,Coração de Maria - BA,337,   2 493,   2 161,   2 107,   45 404,1.5,   1 657.73,331
Bahia,Cordeiros - BA,83,759,674,645,   13 979,1.5,   1 667.51,83
Bahia,Coribe - BA,113,834,723,734,   18 671,1.8,   1 957.40,107
Bahia,Coronel João Sá - BA,92,   1 194,   1 105,   1 123,   34 023,2.1,   2 330.95,91
Bahia,Correntina - BA,624,   6 194,   5 507,   5 009,   185 682,2.6,   2 851.30,595
Bahia,Cotegipe - BA,119,   1 123,991,944,   24 982,1.9,   2 036.73,118
Bahia,Cravolândia - BA,39,425,385,387,   9 458,1.7,   1 879.61,39
Bahia,Crisópolis - BA,161,   1 495,   1 306,   1 213,   31 373,1.8,   1 989.03,158
Bahia,Cristópolis - BA,86,878,796,735,   21 800,2.1,   2 281.46,86
Bahia,Cruz das Almas - BA,   1 425,   13 187,   11 554,   11 523,   462 282,2.8,   3 086.07,   1 392
Bahia,Curaçá - BA,376,   2 440,   2 123,   2 011,   65 513,2.3,   2 505.54,366
Bahia,Dário Meira - BA,65,819,746,744,   27 398,2.6,   2 832.71,64
Bahia,Dias d'Ávila - BA,   1 342,   13 740,   12 304,   12 946,   458 020,2.5,   2 721.54,   1 318
Bahia,Dom Basílio - BA,186,951,776,826,   20 297,1.7,   1 891.28,186
Bahia,Dom Macedo Costa - BA,40,373,333,329,   8 982,1.9,   2 098.37,40
Bahia,Elísio Medrado - BA,76,620,545,604,   11 383,1.3,   1 448.66,76
Bahia,Encruzilhada - BA,183,   1 322,   1 122,   1 213,   37 627,2.2,   2 385.38,178
Bahia,Entre Rios - BA,608,   4 335,   3 648,   3 507,   102 790,2,   2 254.76,597
Bahia,Esplanada - BA,492,   4 723,   4 179,   4 122,   105 704,1.8,   1 972.62,483
Bahia,Euclides da Cunha - BA,862,   4 750,   3 843,   3 819,   120 670,2.2,   2 430.85,841
Bahia,Eunápolis - BA,   2 664,   22 114,   18 927,   19 197,   606 876,2.2,   2 431.82,   2 555
Bahia,Fátima - BA,141,   1 223,   1 091,   1 134,   35 217,2.2,   2 388.59,139
Bahia,Feira da Mata - BA,43,501,457,449,   10 567,1.6,   1 811.72,43
Bahia,Feira de Santana - BA,   16 878,   142 305,   121 509,   120 086,  3 221 260,1.9,   2 063.43,   15 985
Bahia,Filadélfia - BA,168,   1 440,   1 262,   1 212,   28 734,1.7,   1 824.10,168
Bahia,Firmino Alves - BA,47,949,892,882,   17 337,1.4,   1 511.59,46
Bahia,Floresta Azul - BA,72,804,719,662,   15 715,1.7,   1 827.14,72
Bahia,Formosa do Rio Preto - BA,464,   3 231,   2 686,   2 529,   85 374,2.4,   2 597.05,453
Bahia,Gandu - BA,542,   3 599,   2 965,   3 076,   70 196,1.6,   1 755.30,532
Bahia,Gavião - BA,32,397,368,362,   7 830,1.5,   1 664.64,32
Bahia,Gentio do Ouro - BA,72,708,648,707,   17 123,1.7,   1 863.72,72
Bahia,Glória - BA,108,   1 018,893,895,   21 259,1.7,   1 827.20,108
Bahia,Gongogi - BA,58,706,650,649,   16 076,1.7,   1 904.75,58
Bahia,Governador Mangabeira - BA,240,   3 409,   3 178,   2 942,   64 879,1.5,   1 696.63,235
Bahia,Guajeru - BA,95,273,219,216,   4 322,1.4,   1 541.35,95
Bahia,Guanambi - BA,   2 867,   16 343,   13 016,   12 667,   345 134,1.9,   2 095.88,   2 798
Bahia,Guaratinga - BA,115,   1 501,   1 385,   1 404,   41 129,2,   2 252.78,112
Bahia,Heliópolis - BA,102,975,878,834,   23 465,2,   2 165.50,100
