CNES - Recursos Físicos - Hospitalar - Leitos de internação - Brasil
Quantidade existente por Município
Período:Abr/2024
"Município";"Quantidade_existente"
"521405 MUNDO NOVO";18
"521410 MUTUNOPOLIS";19
"521440 NAZARIO";16
"521450 NEROPOLIS";135
"521460 NIQUELANDIA";103
"521470 NOVA AMERICA";4
"521483 NOVA CRIXAS";45
"521500 NOVA VENEZA";5
"521520 NOVO BRASIL";10
"521523 NOVO GAMA";11
"521530 ORIZONA";20
"521550 OUVIDOR";19
"521560 PADRE BERNARDO";29
"521565 PALESTINA DE GOIAS";19
"521570 PALMEIRAS DE GOIAS";45
"521580 PALMELO";9
"521590 PALMINOPOLIS";19
"521600 PANAMA";9
"521630 PARANAIGUARA";27
"521640 PARAUNA";20
"521680 PETROLINA DE GOIAS";31
"521710 PIRACANJUBA";70
"521720 PIRANHAS";28
"521730 PIRENOPOLIS";38
"521740 PIRES DO RIO";33
"521760 PLANALTINA";75
"521770 PONTALINA";59
"521800 PORANGATU";76
"521805 PORTEIRAO";16
"521810 PORTELANDIA";17
"521830 POSSE";69
"521850 QUIRINOPOLIS";126
"521860 RIALMA";25
"521878 RIO QUENTE";9
"521880 RIO VERDE";572
"521890 RUBIATABA";80
"521900 SANCLERLANDIA";17
"521910 SANTA BARBARA DE GOIAS";15
"521920 SANTA CRUZ DE GOIAS";16
"521925 SANTA FE DE GOIAS";17
"521930 SANTA HELENA DE GOIAS";176
"521950 SANTA ROSA DE GOIAS";16
"521960 SANTA TEREZA DE GOIAS";17
"521970 SANTA TEREZINHA DE GOIAS";38
"521971 SANTO ANTONIO DA BARRA";2
"521973 SANTO ANTONIO DE GOIAS";19
"521975 SANTO ANTONIO DO DESCOBERTO";119
"521980 SAO DOMINGOS";22
"521990 SAO FRANCISCO DE GOIAS";11
"522000 SAO JOAO D'ALIANCA";26
"522010 SAO LUIS DE MONTES BELOS";101
"522015 SAO LUIZ DO NORTE";24
"522020 SAO MIGUEL DO ARAGUAIA";99
"522026 SAO MIGUEL DO PASSA QUATRO";11
"522040 SAO SIMAO";50
"522045 SENADOR CANEDO";67
"522050 SERRANOPOLIS";21
"522060 SILVANIA";40
"522068 SIMOLANDIA";20
"522100 TAQUARAL DE GOIAS";46
"522119 TEREZOPOLIS DE GOIAS";3
"522130 TRES RANCHOS";12
"522140 TRINDADE";514
"522145 TROMBAS";15
"522150 TURVANIA";17
"522155 TURVELANDIA";19
"522160 URUACU";436
"522170 URUANA";47
"522185 VALPARAISO DE GOIAS";73
"522200 VIANOPOLIS";40
"522205 VICENTINOPOLIS";16
"522220 VILA BOA";13
"530010 BRASILIA";7878
"Total";451146
 A partir da competência de Janeiro 2010 os dados referentes
 a leitos Complementares foram retirados da consulta referente
 a leitos de Internação, passando a constituir uma consulta específica conforme descrito na Nota Técnica.
 Fonte: Ministério da Saúde - Cadastro Nacional dos Estabelecimentos de Saúde do Brasil - CNES
 Nota:
 - Os dados relativos ao Cadastro Nacional de Estabelecimentos de Saúde (CNES) exibidos no TABNET referem-se aos registros constantes no Banco de Dados Nacional do CNES com status ATIVO.
 - A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
 
 Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
 De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
 A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
 
